sales,quantity,profit,label
12.544,7,-9.0944,1
58.48,8,27.4856,1
7.4,2,3.034,1
366.786,7,65.2064,1
54.368,4,4.0776,1
33.96,2,16.98,1
826.11,3,322.1829,2
545.85,9,114.6285,2
145.98,2,-99.2664,1
35.808,4,12.5328,1
7.904,2,2.1736,1
345.0,5,86.25,1
174.286,2,-19.9184,1
662.84,4,172.3384,2
95.1,5,30.432,1
26.88,6,12.9024,1
257.98,2,74.8142,1
17.48,2,8.2156,1
492.835,5,-14.081,2
269.49,3,5.3898,1
29.12,5,9.828,1
18.75,5,9.0,1
119.7,6,31.122,1
9.144,3,3.0861,1
57.06,3,18.2592,1
71.6,8,13.604,1
107.44,8,27.9344,1
7.31,1,3.4357,1
59.1,6,22.458,1
46.53,3,12.0978,1
97.84,2,25.4384,1
29.97,3,13.4865,1
98.352,3,34.4232,1
83.92,5,29.372,1
14.624,2,5.1184,1
136.99,1,36.9873,1
3.15,1,1.512,1
9.11,1,4.0995,1
571.44,4,165.7176,2
32.4,5,15.552,1
16.91,1,4.5657,1
14.272,8,4.2816,1
451.136,4,-67.6704,2
64.864,4,6.4864,1
217.584,2,-29.9178,1
82.95,5,29.0325,1
87.71,7,41.2237,1
1101.48,4,429.5772,2
1322.352,3,-99.1764,2
5.46,3,1.4742,1
11.184,1,0.8388,1
153.584,2,-32.6366,1
1003.62,6,0.0,2
35.168,4,11.4296,1
1137.75,5,250.305,2
99.68,5,32.396,1
5.56,2,1.4456,1
85.52,2,22.2352,1
9.84,3,2.6568,1
20.04,3,9.6192,1
631.96,4,303.3408,2
23.92,4,10.764,1
90.24,6,41.5104,1
4548.81,7,1228.1787,3
300.93,5,-34.392,1
719.96,5,53.997,2
647.84,8,32.392,2
64.17,3,18.6093,1
124.46,2,58.4962,1
9.584,1,3.3544,1
37.608,3,12.6927,1
12.224,2,4.4312,1
2.304,4,-3.5712,1
9.36,4,-16.38,1
7.38,2,3.4686,1
53.72,4,15.0416,1
8187.65,5,327.506,3
77.92,8,34.2848,1
32.784,4,-85.2384,1
196.776,3,14.7582,1
479.94,6,52.7934,2
1117.92,4,55.896,2
106.5,6,41.535,1
45.66,5,-33.484,1
95.968,4,1.1996,1
47.992,2,-2.0568,1
264.32,2,19.824,1
604.656,9,204.0714,2
129.93,3,12.993,1
20.16,7,9.8784,1
29.46,6,14.4354,1
868.59,3,251.8911,2
12.96,2,6.2208,1
5.5,1,1.375,1
121.6,4,55.936,1
42.048,9,5.256,1
25.488,2,4.4604,1
6.9,3,-12.075,1
9.648,6,-16.884,1
7.968,2,2.8884,1
10.368,2,3.6288,1
114.2,5,52.532,1
17.96,4,8.2616,1
12.67,7,4.5612,1
339.96,4,122.3856,1
1801.632,6,-337.806,0
46.32,4,18.0648,1
181.986,2,-54.5958,1
431.976,4,-100.7944,2
155.37,1,-36.253,1
1348.704,6,-219.1644,2
700.152,3,78.7671,2
111.888,7,22.3776,1
143.952,3,14.3952,1
173.94,3,13.9152,1
14.76,4,6.9372,1
205.92,4,2.0592,1
102.833,1,-6.049,1
2.304,1,0.2592,1
1879.96,5,211.4955,0
313.024,8,105.6456,1
5.04,2,1.764,1
821.88,6,213.6888,2
21.96,2,10.7604,1
25.92,4,12.4416,1
705.544,7,70.5544,2
50.0,2,12.0,1
51.712,8,-32.32,1
6.992,2,0.5244,1
1406.86,7,140.686,2
15.75,5,7.56,1
323.1,2,61.389,1
9.216,4,3.3408,1
10.368,2,3.6288,1
15.02,1,2.7036,1
33.82,2,9.1314,1
71.0,4,27.69,1
25.12,5,7.85,1
2665.62,9,239.9058,0
478.08,8,133.8624,2
164.388,2,-35.6174,1
13.248,4,3.6432,1
2.912,2,0.91,1
1399.944,7,52.4979,2
526.45,5,31.587,2
16.23,3,7.9527,1
319.9,5,156.751,1
11.36,2,5.3392,1
675.12,3,290.3016,2
62.82,3,30.7818,1
489.92,8,0.0,2
19.44,3,9.3312,1
16.68,2,8.34,1
155.35,13,0.0,1
12.42,3,4.4712,1
187.98,2,52.6344,1
6.608,2,2.1476,1
248.57,7,67.1139,1
22.23,1,9.7812,1
5.98,1,1.0166,1
246.168,3,21.5397,1
14.136,2,-7.7748,1
601.47,3,-300.735,2
79.1,2,39.55,1
327.84,8,157.3632,1
180.96,2,81.432,1
914.97,3,411.7365,2
587.97,3,158.7519,2
530.34,2,95.4612,2
14.94,3,7.3206,1
121.94,2,35.3626,1
122.71,7,36.813,1
14.94,3,7.0218,1
1349.85,3,364.4595,2
136.784,1,5.1294,1
61.12,4,20.7808,1
1.167,1,-0.8558,1
16.99,1,4.9271,1
24.672,3,0.0,1
2.52,1,0.882,1
1218.735,5,-121.8735,2
5.904,2,1.9926,1
15.696,3,5.1012,1
6.096,3,-3.9624,1
41.568,2,2.598,1
230.28,3,23.028,1
18.288,6,5.715,1
5.78,2,2.7166,1
121.68,13,38.025,1
4.17,3,1.0842,1
67.04,4,6.704,1
37.32,3,10.4496,1
18.45,5,8.6715,1
25.92,4,12.4416,1
2399.6,8,647.892,0
63.9,5,28.755,1
52.99,1,0.5299,1
60.864,4,9.1296,1
652.995,7,-935.9595,2
11.22,10,-7.48,1
14.94,3,7.0218,1
39.96,2,17.1828,1
42.624,2,4.2624,1
220.96,1,24.858,1
4.928,2,0.7392,1
7.23,5,-5.784,1
323.1,2,61.389,1
19.04,4,9.3296,1
13.128,3,4.2666,1
64.14,3,16.6764,1
858.24,4,143.04,2
29.99,1,2.999,1
186.048,6,67.4424,1
36.792,1,4.1391,1
18.624,8,6.2856,1
57.69,3,23.6529,1
42.81,3,20.1207,1
12.96,2,6.2208,1
821.88,6,213.6888,2
104.85,3,28.3095,1
424.9575,5,19.998,2
10.776,3,3.5022,1
11.784,3,4.2717,1
164.88,3,80.7912,1
1292.94,3,77.5764,2
25.584,2,8.9544,1
261.74,2,65.435,1
14.4,5,7.056,1
10.86,3,5.1042,1
883.84,4,99.432,2
1979.89,11,494.9725,0
79.96,2,35.982,1
8.76,2,4.2048,1
3.984,1,1.2948,1
370.62,3,-142.071,1
2.742,2,-2.0108,1
79.512,3,20.8719,1
28.352,1,9.5688,1
40.784,1,4.5882,1
105.96,4,29.6688,1
166.44,3,79.8912,1
785.88,6,212.1876,2
26.2,2,12.838,1
1325.85,5,238.653,2
166.44,3,79.8912,1
8.76,5,0.7665,1
43.584,1,4.3584,1
11.088,7,-8.1312,1
25.164,2,-16.776,1
14.4,5,7.056,1
619.95,5,111.591,2
89.52,4,42.0744,1
350.973,3,152.0883,1
164.99,1,49.497,1
312.552,9,101.5794,1
95.952,3,29.985,1
3.204,2,-2.4564,1
3.98,5,-6.567,1
15.7,5,7.065,1
5.248,4,1.64,1
5.346,3,-4.455,1
15.48,3,5.6115,1
108.576,3,8.1432,1
109.9,5,37.366,1
15.384,1,4.0383,1
30.352,2,10.6232,1
821.3,4,-16.426,2
21.376,4,7.4816,1
8.016,3,1.002,1
30.768,2,8.0766,1
18.936,3,5.9175,1
122.352,3,15.294,1
116.28,3,56.9772,1
132.6,6,17.238,1
16.68,2,4.3368,1
19.44,3,9.3312,1
192.16,4,92.2368,1
227.36,7,81.8496,1
1919.976,3,215.9973,0
12.828,2,-8.9796,1
45.888,4,9.1776,1
60.12,9,22.2444,1
302.376,3,37.797,1
13.9,5,5.56,1
129.98,2,62.3904,1
71.98,2,15.1158,1
377.97,3,109.6113,1
124.36,2,33.5772,1
23.976,3,-14.3856,1
8.376,3,2.7222,1
58.24,5,5.096,1
81.2,5,12.18,1
14.45,5,6.7915,1
95.648,2,31.0856,1
359.97,5,-71.994,1
350.352,4,-140.1408,1
1.641,1,-1.3128,1
629.958,7,94.4937,2
6.63,3,1.7901,1
799.96,4,343.9828,2
107.53,1,21.506,1
73.98,2,19.9746,1
5.58,1,2.1762,1
49.12,4,23.0864,1
377.97,3,94.4925,1
42.28,7,19.8716,1
299.97,3,56.9943,1
89.98,2,43.1904,1
477.24,4,9.5448,2
25.98,2,1.5588,1
46.72,5,17.52,1
35.34,2,13.4292,1
257.64,6,100.4796,1
125.976,3,47.241,1
79.992,1,21.9978,1
700.056,3,-130.0104,2
27.168,4,-1.3584,1
8.226,3,-6.0324,1
585.552,3,73.194,2
423.28,11,110.0528,2
225.296,2,22.5296,1
5.56,2,2.224,1
323.37,3,129.348,1
783.96,5,68.5965,2
1447.65,5,419.8185,0
11.96,2,5.8604,1
239.97,3,71.991,1
76.92,4,31.5372,1
481.32,4,125.1432,2
48.4,5,23.232,1
0.99,1,0.4356,1
101.84,5,36.917,1
10.332,3,-7.5768,1
31.155,5,-23.8855,1
8.928,2,0.6696,1
34.384,1,3.8682,1
1924.16,8,312.676,0
32.192,2,-80.48,1
50.12,7,-0.6265,1
47.976,3,1.7991,1
54.5,5,14.17,1
19.104,3,5.7312,1
49.44,3,24.2256,1
10.368,2,3.6288,1
154.44,3,1.5444,1
60.984,7,4.5738,1
195.466,2,-13.7976,1
23.68,8,6.216,1
2.376,3,0.7425,1
59.2,4,29.6,1
22.0,10,9.68,1
257.98,2,74.8142,1
23.988,2,-15.992,1
23.976,4,-15.5844,1
601.536,4,0.0,2
7.9,2,2.528,1
58.36,5,-24.803,1
16.464,7,1.4406,1
39.96,5,-23.976,1
25.96,2,7.5284,1
36.27,3,10.881,1
6.48,1,3.1104,1
1075.088,14,94.0702,2
438.368,4,38.3572,2
18.088,7,6.5569,1
308.499,3,-18.147,1
13.36,4,4.1416,1
39.96,2,18.7812,1
145.85,5,70.008,1
783.96,5,78.396,2
7.88,1,1.773,1
41.37,3,17.3754,1
12.84,3,5.778,1
25.68,6,11.556,1
47.516,2,-2.0364,1
9.42,2,0.471,1
12.96,2,6.2208,1
704.9,5,56.392,2
561.568,2,28.0784,2
179.82,9,84.5154,1
185.58,6,76.0878,1
214.11,3,36.3987,1
999.96,4,229.9908,2
653.55,3,111.1035,2
114.6,5,51.57,1
60.74,1,15.185,1
124.36,2,27.3592,1
1088.76,6,315.7404,2
6.72,5,2.352,1
298.776,3,7.4694,1
302.376,3,22.6782,1
8.928,2,0.558,1
47.584,2,-2.974,1
33.792,8,10.56,1
300.5328,2,-97.2312,1
2.724,2,-4.3584,1
3.264,2,1.1016,1
108.336,6,37.9176,1
55.92,5,6.291,1
78.304,2,29.364,1
443.92,5,-94.333,2
155.976,3,54.5916,1
15.47,7,4.1769,1
7.16,2,3.4368,1
10.89,1,2.8314,1
19.44,3,9.3312,1
121.6,5,39.52,1
695.7,2,-27.828,2
120.33,1,31.2858,1
1139.92,4,284.98,2
229.544,7,83.2097,1
143.728,2,-32.3388,1
36.048,3,-0.9012,1
845.488,8,-12.0784,2
50.94,3,14.2632,1
762.594,3,-1143.891,2
56.28,6,15.7584,1
2690.97,3,1264.7559,0
7.434,6,-5.6994,1
64.784,1,-12.9568,1
28.16,4,13.2352,1
14.98,1,6.8908,1
20.32,4,6.9088,1
40.29,3,10.4754,1
20.23,7,9.5081,1
1603.136,4,100.196,0
225.296,2,22.5296,1
67.8,4,4.068,1
377.97,3,98.2722,1
1628.82,9,374.6286,0
286.93,7,140.5957,1
20.736,4,7.2576,1
31.44,3,8.4888,1
83.79,7,22.6233,1
59.52,3,15.4752,1
31.92,4,9.2568,1
14.72,5,-3.312,1
38.976,3,-2.436,1
17.088,2,1.068,1
74.352,3,23.235,1
314.352,3,-35.3646,1
4.26,1,1.7466,1
811.28,8,24.3384,2
6.03,3,2.9547,1
153.568,2,-5.7588,1
1013.488,7,76.0116,2
52.34,2,24.5998,1
4.66,2,1.3514,1
254.97,3,91.7892,1
25.44,6,12.72,1
27.93,3,8.0997,1
8.85,5,-13.7175,1
6.96,4,2.2272,1
17.456,2,5.8914,1
307.92,5,-34.641,1
6.63,3,1.7901,1
12.96,2,6.2208,1
32.4,5,15.552,1
23.85,5,10.7325,1
51.96,2,12.99,1
17.94,3,8.6112,1
11.56,2,5.6644,1
26.4,5,11.88,1
69.08,11,29.0136,1
35.88,3,10.0464,1
49.65,5,20.853,1
959.968,4,119.996,2
408.422,2,-5.8346,2
479.984,2,59.998,2
12.6,4,6.048,1
184.66,7,84.9436,1
23.12,5,8.381,1
37.464,7,12.1758,1
539.658,3,-7.7094,2
310.12,2,80.6312,1
8.56,2,3.852,1
52.4,5,14.148,1
14.94,3,6.8724,1
11.22,3,0.2244,1
387.136,4,24.196,1
41.4,5,19.458,1
35.0,4,10.5,1
39.552,3,14.3376,1
135.72,3,35.2872,1
12.56,2,5.652,1
263.96,4,71.2692,1
5.952,1,0.372,1
15.8,5,2.37,1
14.368,2,3.9512,1
70.448,7,12.3284,1
129.3,2,6.465,1
3.882,3,-5.823,1
6.08,1,3.04,1
19.9,1,8.955,1
70.71,1,4.9497,1
18.84,3,7.9128,1
8.64,3,2.5056,1
1633.188,4,-1306.5504,2
19.76,4,8.2992,1
6.608,2,2.2302,1
7.28,2,2.73,1
144.784,1,10.8588,1
156.792,1,13.7193,1
431.976,3,26.9985,2
35.89,1,16.1505,1
47.208,7,15.3426,1
248.08,7,116.5976,1
189.7,5,89.159,1
59.808,3,19.4376,1
90.99,1,14.5584,1
1526.56,7,427.4368,0
368.97,3,40.5867,1
305.01,9,76.2525,1
18.7,1,7.106,1
38.29,7,16.4647,1
26.25,3,11.025,1
64.96,14,22.736,1
43.7,5,20.539,1
41.6,4,13.0,1
23.12,5,8.381,1
113.888,2,9.9652,1
113.568,2,-5.6784,1
7.92,2,0.693,1
671.984,2,50.3988,2
39.99,1,11.5971,1
191.646,3,31.941,1
2.313,1,-1.9275,1
19.936,4,7.2268,1
45.92,4,21.5824,1
20.34,3,9.3564,1
39.28,8,19.2472,1
81.568,2,9.1764,1
97.184,2,6.074,1
24.32,5,8.208,1
18.96,2,7.584,1
32.952,6,-19.7712,1
30.016,4,3.0016,1
499.584,3,43.7136,2
31.104,6,10.8864,1
13.272,8,-10.6176,1
28.272,2,6.3612,1
259.136,4,-51.8272,1
10.8,5,5.184,1
244.006,2,-31.3722,1
15.936,4,5.3784,1
188.552,7,-2.6936,1
22.58,2,5.8708,1
545.94,6,87.3504,2
20.736,4,7.2576,1
43.296,2,4.3296,1
123.136,4,13.8528,1
11.264,4,3.8016,1
53.424,3,4.6746,1
275.49,1,-170.8038,1
24.96,4,6.24,1
19.36,2,9.2928,1
1267.65,9,152.118,2
12.99,1,0.7794,1
18.56,4,6.496,1
449.15,5,8.983,2
31.248,7,10.9368,1
61.44,3,16.5888,1
895.92,4,421.0824,2
55.36,4,18.684,1
55.92,5,6.291,1
24.896,4,8.4024,1
3.984,1,0.6474,1
95.968,4,28.7904,1
206.991,3,-172.4925,1
44.416,2,3.8864,1
9.006,2,-7.2048,1
19.0,5,8.93,1
33.376,4,10.43,1
207.48,1,62.244,1
91.68,3,45.84,1
904.9,5,253.372,2
34.272,3,11.1384,1
191.82,3,74.8098,1
243.88,5,27.4365,1
12.03,5,-9.223,1
2549.985,5,-3399.98,0
21.594,2,-15.8356,1
8.964,6,-6.5736,1
20.736,4,7.2576,1
344.22,2,-103.266,1
727.296,8,-172.7328,2
22.608,3,-10.1736,1
666.4,7,-33.32,2
5.04,3,0.2016,1
92.94,3,41.823,1
66.69,3,22.0077,1
91.68,5,28.65,1
327.7328,2,-14.4588,1
52.272,11,17.6418,1
17.94,3,8.073,1
254.352,3,0.0,1
8.288,2,2.6936,1
504.9,5,80.784,2
403.168,4,25.198,1
194.32,4,31.0912,1
25.99,1,7.5371,1
195.136,4,-12.196,1
20.736,4,7.2576,1
53.7,6,10.203,1
36.26,7,16.6796,1
56.3,2,15.764,1
32.4,5,15.552,1
29.16,2,10.7892,1
171.288,3,-6.4233,1
16.72,5,3.344,1
12.96,2,6.2208,1
22.18,2,10.8682,1
2054.272,8,256.784,0
1022.97,5,-255.7425,2
13.9,5,3.614,1
26.38,1,12.1348,1
43.176,7,13.4925,1
411.8,2,70.006,2
360.0,4,129.6,1
41.96,2,2.9372,1
227.84,4,66.0736,1
37.94,2,18.2112,1
517.9,2,134.654,2
5.28,2,2.4288,1
2799.96,5,874.9875,0
8.96,2,4.3008,1
31.5,10,15.12,1
30.56,2,10.3904,1
24.368,2,-3.3506,1
119.976,3,22.4955,1
26.88,8,9.744,1
83.97,3,23.5116,1
104.97,3,7.3479,1
90.8,8,25.424,1
140.736,8,49.2576,1
214.95,5,88.1295,1
45.36,7,21.7728,1
288.24,6,138.3552,1
663.936,4,82.992,2
2934.33,7,792.2691,0
124.41,3,14.9292,1
57.75,5,26.565,1
114.46,2,28.615,1
120.666,2,18.4548,1
342.864,3,38.5722,1
16.74,5,-14.229,1
981.372,2,-140.196,2
31.84,8,10.5072,1
12.96,2,6.2208,1
43.176,3,15.1116,1
58.34,2,28.0032,1
539.97,3,134.9925,2
3.928,1,1.3257,1
252.784,4,-417.0936,1
127.984,2,15.998,1
3.984,2,-2.6892,1
12.992,2,-32.48,1
61.0,5,25.62,1
671.93,7,188.1404,2
447.86,7,219.4514,2
479.95,5,129.5865,2
166.44,3,79.8912,1
31.68,4,2.772,1
10.368,2,3.6288,1
12.032,8,2.256,1
5.768,2,-13.5548,1
33.12,4,11.592,1
220.2656,4,-42.1096,1
10.776,3,3.5022,1
242.352,3,9.0882,1
695.16,6,34.758,2
220.98,1,50.8254,1
12.957,7,-9.5018,1
25.68,6,11.556,1
15.712,4,5.6956,1
298.464,6,26.1156,1
21.93,3,10.0878,1
242.94,3,4.8588,1
7.64,1,3.7436,1
51.84,8,25.4016,1
265.17,1,47.7306,1
837.6,3,62.82,2
135.9,5,63.873,1
34.68,6,16.9932,1
532.704,6,-39.9528,2
43.1,5,11.206,1
15.88,4,0.1588,1
1123.92,5,-182.637,2
249.584,2,31.198,1
48.672,3,7.3008,1
60.768,2,7.596,1
78.6,5,-62.88,1
3.768,2,-3.14,1
1036.624,2,51.8312,2
563.808,4,21.1428,2
258.528,2,-47.3968,1
49.12,4,23.0864,1
44.46,2,14.6718,1
241.568,2,18.1176,1
395.0,5,39.5,1
627.168,4,70.5564,2
13.28,2,6.3744,1
12.672,3,4.4352,1
30.56,5,-45.84,1
77.952,3,-15.5904,1
67.992,1,8.499,1
12.224,2,4.4312,1
44.784,2,-0.5598,1
22.848,3,-17.7072,1
206.43,3,90.8292,1
210.392,2,-336.6272,1
119.96,5,35.988,1
10.608,6,0.9282,1
347.802,7,-24.843,1
963.136,4,108.3528,2
88.776,3,7.7679,1
32.4,5,10.368,1
32.4,5,15.552,1
31.05,3,14.904,1
2025.36,6,607.608,0
1799.994,2,-2639.9912,2
101.988,2,-16.998,1
262.864,7,69.0018,1
735.98,2,331.191,2
93.024,3,33.7212,1
284.364,2,-75.8304,1
26.0,2,11.7,1
67.64,5,5.9185,1
119.976,3,-17.9964,1
5.18,5,-8.029,1
15.56,2,7.3132,1
78.35,5,36.8245,1
59.52,3,15.4752,1
38.52,9,17.334,1
239.984,2,23.9984,1
19.35,3,9.4815,1
67.0,5,32.16,1
390.272,8,-24.392,1
62.192,13,19.435,1
23.88,6,11.2236,1
3.168,2,-4.752,1
528.43,5,0.0,2
13.392,3,1.5066,1
181.86,7,50.9208,1
180.588,2,-240.784,1
47.984,2,0.5998,1
18.76,2,9.0048,1
20.94,3,6.0726,1
58.68,2,18.1908,1
254.9,5,68.823,1
9.64,2,4.4344,1
826.62,3,355.4466,2
1633.14,9,473.6106,0
544.38,3,157.8702,2
26.046,3,-44.2782,1
74.352,3,26.9526,1
69.93,7,32.1678,1
3.75,1,1.8,1
20.928,4,7.5864,1
12.672,3,-3.168,1
65.99,1,17.1574,1
6.37,7,-9.555,1
3.648,3,-6.0192,1
31.104,6,10.8864,1
23.34,3,0.2334,1
29.97,3,14.0859,1
3.366,3,-2.244,1
95.968,4,9.5968,1
18.704,7,2.338,1
149.232,3,3.7308,1
15.936,4,5.7768,1
601.536,8,60.1536,2
10.99,1,4.2861,1
39.88,2,11.1664,1
62.24,8,28.008,1
53.2,5,14.896,1
39.84,8,18.3264,1
349.95,5,118.983,1
377.928,9,141.723,1
13.392,3,5.022,1
11.228,7,-18.5262,1
207.24,11,58.0272,1
1.504,1,0.1692,1
34.848,2,6.534,1
75.18,6,35.3346,1
149.97,3,52.4895,1
931.176,3,314.2719,2
430.88,2,124.9552,2
94.85,5,45.528,1
51.12,4,23.004,1
90.0,1,32.4,1
9.408,2,3.4104,1
4.672,2,1.46,1
318.4,2,107.46,1
12.768,6,4.6284,1
15.36,2,-3.264,1
230.376,3,20.1579,1
7.16,1,-0.0895,1
375.34,1,18.767,1
114.9,5,39.066,1
26.046,3,-44.2782,1
2.896,1,-4.7784,1
32.544,2,-7.7292,1
3.984,1,1.3944,1
181.797,1,-15.5826,1
44.94,3,12.5832,1
45.576,3,15.9516,1
318.43,5,-77.333,1
122.92,7,46.095,1
7.068,3,-2.8272,1
56.45,5,14.677,1
13.468,13,-22.8956,1
219.8,5,24.7275,1
317.058,3,-18.1176,1
49.08,3,4.908,1
324.9,5,38.988,1
18.24,3,5.2896,1
113.888,2,9.9652,1
105.584,2,7.9188,1
24.85,7,11.6795,1
60.312,3,5.2773,1
7.056,3,2.205,1
27.184,2,2.0388,1
107.984,1,9.4486,1
19.296,3,6.03,1
4.608,2,1.6704,1
79.974,3,-29.3238,1
2.946,2,-2.0622,1
3.136,2,-4.704,1
20.736,4,7.2576,1
99.98,2,7.9984,1
733.95,7,352.296,2
241.44,3,72.432,1
10.08,4,3.528,1
281.904,2,10.5714,1
201.432,3,67.9833,1
135.98,2,33.995,1
44.95,1,12.586,1
2.97,3,1.3068,1
6.54,3,2.6814,1
7.92,8,3.4848,1
203.92,5,22.941,1
3359.952,6,1049.985,0
18.24,3,9.12,1
27.78,6,9.1674,1
22.96,7,7.5768,1
28.99,1,8.4071,1
12.96,2,6.3504,1
22.96,7,6.6584,1
4164.05,5,83.281,3
47.984,2,13.1956,1
4.624,1,1.6762,1
15.24,3,5.1816,1
63.924,7,-46.8776,1
6.56,2,1.9024,1
13.11,3,3.4086,1
494.376,3,49.4376,2
29.2,5,9.855,1
248.85,5,27.3735,1
36.24,1,15.2208,1
11.68,2,3.504,1
11.91,3,0.1191,1
3.48,2,1.1136,1
30.96,8,-52.632,1
1704.89,11,767.2005,0
19.194,7,-12.796,1
121.792,4,13.7016,1
1919.976,3,215.9973,0
50.997,1,-40.7976,1
76.792,1,-16.3183,1
539.964,6,-107.9928,2
60.312,3,5.2773,1
1.944,3,-1.4256,1
12.984,3,4.7067,1
217.584,2,19.0386,1
328.776,3,28.7679,1
2.286,3,-3.6576,1
47.984,2,14.3952,1
25.344,6,8.8704,1
232.4,5,78.435,1
86.45,7,38.038,1
603.92,5,45.294,2
81.98,2,40.1702,1
271.764,2,48.3136,1
14.376,3,4.8519,1
341.96,5,-427.45,1
181.35,9,48.9645,1
8.64,3,4.2336,1
43.512,7,3.8073,1
662.88,3,74.574,2
25.92,5,9.072,1
68.94,3,20.682,1
128.82,3,50.2398,1
896.99,5,-1480.0335,2
1.234,1,-1.9744,1
67.56,3,6.756,1
21.72,5,7.8735,1
262.336,8,95.0968,1
148.48,2,16.704,1
241.176,3,15.0735,1
227.976,3,28.497,1
52.68,3,19.755,1
2.032,1,-1.3208,1
17.12,4,4.9648,1
431.968,4,37.7972,2
129.92,4,10.3936,1
568.728,3,28.4364,2
117.144,9,42.4647,1
203.52,3,54.9504,1
51.75,5,24.84,1
122.97,3,60.2553,1
244.615,1,20.967,1
59.97,3,28.7856,1
81.54,9,36.693,1
11.68,4,5.256,1
29.0,5,13.92,1
50.8,5,13.208,1
16.03,5,-25.648,1
15.712,4,5.6956,1
89.97,3,18.8937,1
435.999,3,20.5176,2
83.984,2,31.494,1
359.98,2,93.5948,1
70.56,1,-4.032,1
20.88,2,9.6048,1
3.81,1,1.8288,1
73.008,9,26.4654,1
3.208,2,-5.2932,1
26.176,2,-3.272,1
30.44,4,14.3068,1
35.28,3,11.9952,1
19.44,3,9.3312,1
37.88,2,18.94,1
9.552,3,-3.8208,1
290.666,2,3.4196,1
10.368,2,3.6288,1
14.352,3,4.485,1
141.96,2,41.1684,1
66.048,4,23.1168,1
1287.45,5,244.6155,2
25.824,6,9.0384,1
160.96,2,48.288,1
28.44,3,11.376,1
364.41,5,8.098,1
39.96,4,10.3896,1
361.764,2,68.3332,1
111.672,9,6.9795,1
13.776,6,-22.0416,1
10.272,3,3.21,1
24.048,9,7.2144,1
2.896,1,0.9774,1
17.94,3,8.7906,1
384.174,7,29.8802,1
1799.75,5,539.925,0
580.672,4,65.3256,2
18.936,3,5.9175,1
222.384,2,16.6788,1
50.454,6,-33.636,1
154.764,3,-36.1116,1
6.848,2,2.14,1
1091.168,4,68.198,2
219.168,2,-43.8336,1
6.928,1,-11.0848,1
40.032,6,15.012,1
443.92,4,13.3176,2
169.99,1,78.1954,1
25.92,4,12.4416,1
36.99,1,9.9873,1
629.1,6,301.968,2
193.95,3,9.6975,1
5.46,3,1.4742,1
22.288,7,-8.9152,1
65.424,4,-52.3392,1
77.88,2,3.894,1
281.372,2,-12.0588,1
281.372,2,-12.0588,1
7.488,8,-5.2416,1
22.336,4,7.8176,1
10.368,2,3.6288,1
65.79,9,30.2634,1
271.984,2,88.3948,1
11.76,4,3.1752,1
77.52,2,37.9848,1
48.64,2,15.808,1
1.81,1,0.6516,1
8.26,2,3.8822,1
43.56,5,3.267,1
5.84,2,0.73,1
271.764,2,60.392,1
262.24,2,78.672,1
182.72,8,84.0512,1
131.6,7,7.896,1
22.72,4,7.384,1
558.4,2,41.88,2
15.24,4,6.858,1
1408.1,10,394.268,0
32.896,4,11.1024,1
215.148,2,-103.9882,1
30.96,6,11.223,1
29.79,3,8.6391,1
128.9,2,15.468,1
60.12,9,28.8576,1
24.816,3,8.3754,1
14.976,6,5.4288,1
15.08,2,-22.62,1
24.288,3,-12.7512,1
16.192,2,-8.5008,1
251.006,2,-68.1302,1
54.192,6,4.0644,1
4.304,1,1.5602,1
108.92,14,49.014,1
16.74,3,8.37,1
2504.74,7,626.185,0
84.784,2,-16.9568,1
29.9,5,5.083,1
70.88,2,33.3136,1
3.76,2,1.0904,1
27.264,2,8.8608,1
56.65,5,24.3595,1
14.97,1,4.1916,1
4.02,2,1.9698,1
471.92,2,29.495,2
58.72,4,27.0112,1
5.16,3,0.8385,1
16.496,2,5.5674,1
71.976,3,19.7934,1
22.512,3,2.2512,1
3.444,2,-2.7552,1
538.194,2,-412.6154,2
47.984,2,14.3952,1
492.768,4,55.4364,2
286.79,7,74.5654,1
5.08,1,1.651,1
47.992,1,7.1988,1
61.96,2,16.1096,1
361.96,2,83.2508,1
278.82,9,125.469,1
133.38,6,58.6872,1
47.952,3,16.1838,1
16.74,2,4.3524,1
10.848,2,3.5256,1
18.544,2,3.0134,1
180.98,1,47.0548,1
99.98,2,42.9914,1
34.95,5,15.378,1
152.0,5,69.92,1
92.52,9,18.504,1
8.56,2,2.4824,1
45.36,7,21.7728,1
1421.664,6,-195.4788,2
8.96,2,2.7776,1
579.95,5,168.1855,2
29.12,4,12.5216,1
1202.94,3,300.735,2
7.92,4,3.564,1
36.192,1,2.7144,1
147.184,2,-29.4368,1
408.422,2,-5.8346,2
382.116,6,-92.7996,1
68.6,5,6.0025,1
435.504,3,48.9942,2
11.168,2,3.7692,1
72.0,4,12.96,1
655.9,5,275.478,2
603.92,4,181.176,2
513.024,2,12.8256,2
487.92,6,136.6176,2
15.24,5,5.334,1
209.97,3,71.3898,1
62.94,3,30.2112,1
25.92,9,7.776,1
10.368,2,3.6288,1
95.736,3,20.3439,1
900.08,4,117.0104,2
201.584,2,20.1584,1
3.392,4,-5.088,1
193.0656,4,-19.8744,1
15.552,3,5.4432,1
11.648,2,4.0768,1
418.8,2,-97.72,2
509.488,7,-127.372,2
825.174,9,-117.882,2
17.76,3,5.55,1
6.912,3,0.864,1
